IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.250.239,2096,2096,TRUE,SIN,Asia Pacific,Singapore,148,8.25
8.219.40.37,8080,8080,FALSE,SIN,Asia Pacific,Singapore,36,8.25
8.222.174.108,80,80,FALSE,SIN,Asia Pacific,Singapore,16,8.25
8.217.164.10,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,39,8.24
8.219.170.180,2053,2053,TRUE,SIN,Asia Pacific,Singapore,99,8.24
8.222.213.221,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,8.24
47.236.10.100,8443,8443,TRUE,SIN,Asia Pacific,Singapore,84,8.23
47.236.169.15,2087,2087,TRUE,SIN,Asia Pacific,Singapore,97,8.23
8.219.137.50,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,8.23
8.219.198.34,443,443,TRUE,SIN,Asia Pacific,Singapore,73,8.23
8.219.241.189,2095,2095,FALSE,SIN,Asia Pacific,Singapore,27,8.23
8.222.187.4,2096,2096,TRUE,SIN,Asia Pacific,Singapore,77,8.22
47.236.171.205,2096,2096,TRUE,SIN,Asia Pacific,Singapore,87,8.21
47.245.118.70,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,8.21
8.219.201.245,80,80,FALSE,SIN,Asia Pacific,Singapore,40,8.21
8.222.162.45,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,8.21
8.222.221.86,2087,2087,TRUE,SIN,Asia Pacific,Singapore,103,8.21
8.219.113.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,8.2
8.219.215.214,443,443,TRUE,SIN,Asia Pacific,Singapore,62,8.2
8.219.77.222,2053,2053,TRUE,SIN,Asia Pacific,Singapore,69,8.2
8.219.178.101,2052,2052,FALSE,SIN,Asia Pacific,Singapore,8,8.19
8.222.193.208,80,80,FALSE,SIN,Asia Pacific,Singapore,17,8.19
8.222.244.192,8880,8880,FALSE,SIN,Asia Pacific,Singapore,25,8.19
47.76.49.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,101,8.18
8.217.239.116,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,57,8.18
8.222.193.208,2087,2087,TRUE,SIN,Asia Pacific,Singapore,68,8.18
47.243.86.79,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,60,8.17
8.218.18.132,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,8.17
8.219.209.14,2095,2095,FALSE,SIN,Asia Pacific,Singapore,20,8.17
8.222.180.86,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,8.17
8.222.215.228,80,80,FALSE,SIN,Asia Pacific,Singapore,34,8.17
8.222.224.17,80,80,FALSE,SIN,Asia Pacific,Singapore,6,8.17
47.236.116.26,8080,8080,FALSE,SIN,Asia Pacific,Singapore,31,8.16
8.222.202.163,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,8.16
8.219.13.143,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,8.15
8.219.201.174,2053,2053,TRUE,SIN,Asia Pacific,Singapore,32,8.15
8.222.210.182,8443,8443,TRUE,SIN,Asia Pacific,Singapore,49,8.15
8.222.224.17,2053,2053,TRUE,SIN,Asia Pacific,Singapore,24,8.15
47.243.70.197,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,84,8.14
8.219.241.189,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,8.14
8.219.4.122,2096,2096,TRUE,SIN,Asia Pacific,Singapore,148,8.14
8.219.50.180,443,443,TRUE,SIN,Asia Pacific,Singapore,59,8.14
8.222.150.197,2086,2086,FALSE,SIN,Asia Pacific,Singapore,22,8.14
47.236.164.215,2082,2082,FALSE,SIN,Asia Pacific,Singapore,43,8.13
47.236.5.223,2053,2053,TRUE,SIN,Asia Pacific,Singapore,125,8.13
8.210.250.120,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,49,8.13
8.218.243.95,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,78,8.13
8.219.191.40,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,8.13
8.222.244.192,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,8.13
8.218.3.12,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,68,8.12
8.218.8.142,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,36,8.12
8.219.220.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,110,8.12
8.219.242.208,8443,8443,TRUE,SIN,Asia Pacific,Singapore,107,8.12
8.222.187.4,2083,2083,TRUE,SIN,Asia Pacific,Singapore,62,8.12
8.222.221.90,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,8.12
47.236.104.11,2087,2087,TRUE,SIN,Asia Pacific,Singapore,55,8.11
47.236.97.90,2052,2052,FALSE,SIN,Asia Pacific,Singapore,44,8.11
8.219.179.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,37,8.11
47.236.254.120,8443,8443,TRUE,SIN,Asia Pacific,Singapore,62,8.09
8.217.250.222,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,46,8.09
8.222.164.209,8080,8080,FALSE,SIN,Asia Pacific,Singapore,13,8.09
8.222.236.229,2083,2083,TRUE,SIN,Asia Pacific,Singapore,68,8.09
8.222.255.15,80,80,FALSE,SIN,Asia Pacific,Singapore,58,8.09
47.74.45.143,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,75,8.08
8.219.13.143,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,8.08
8.219.238.145,2053,2053,TRUE,SIN,Asia Pacific,Singapore,124,8.08
8.222.198.105,443,443,TRUE,SIN,Asia Pacific,Singapore,55,8.08
8.222.226.15,2082,2082,FALSE,SIN,Asia Pacific,Singapore,14,8.08
47.76.80.72,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,54,8.07
8.218.65.237,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,42,8.07
8.219.197.111,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,8.07
8.222.183.242,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,8.07
8.222.211.16,8880,8880,FALSE,SIN,Asia Pacific,Singapore,5,8.07
8.210.151.69,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,89,8.05
8.218.126.53,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,103,8.05
8.218.18.132,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,40,8.05
8.219.13.143,2096,2096,TRUE,SIN,Asia Pacific,Singapore,38,8.05
8.219.229.190,8443,8443,TRUE,SIN,Asia Pacific,Singapore,118,8.05
8.222.150.197,2096,2096,TRUE,SIN,Asia Pacific,Singapore,157,8.05
47.91.22.7,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,85,8.04
8.218.119.115,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,50,8.04
8.218.48.92,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,93,8.04
8.222.202.163,2053,2053,TRUE,SIN,Asia Pacific,Singapore,95,8.04
47.74.50.6,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,192,8.03
47.243.86.79,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,41,8.02
8.218.188.129,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,90,8.02
8.219.195.47,2053,2053,TRUE,SIN,Asia Pacific,Singapore,150,8.02
8.219.72.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,8.02
47.236.10.100,80,80,FALSE,SIN,Asia Pacific,Singapore,31,8.01
47.236.145.85,2095,2095,FALSE,SIN,Asia Pacific,Singapore,28,8.01
47.236.144.48,2096,2096,TRUE,SIN,Asia Pacific,Singapore,63,8
8.210.245.224,443,443,TRUE,HKG,Asia Pacific,Hong Kong,69,8
8.217.91.121,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,53,8
8.218.52.115,80,80,FALSE,HKG,Asia Pacific,Hong Kong,54,8
8.219.228.157,2082,2082,FALSE,SIN,Asia Pacific,Singapore,31,8
47.236.164.215,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,7.99
47.236.169.141,2096,2096,TRUE,SIN,Asia Pacific,Singapore,67,7.99
47.236.5.223,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,7.99
47.243.70.197,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,57,7.99
8.219.140.229,2096,2096,TRUE,SIN,Asia Pacific,Singapore,113,7.99
8.219.145.245,8443,8443,TRUE,SIN,Asia Pacific,Singapore,123,7.99
8.219.235.164,2082,2082,FALSE,SIN,Asia Pacific,Singapore,54,7.99
8.219.72.51,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,7.99
8.222.249.190,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,7.99
47.236.202.91,2095,2095,FALSE,SIN,Asia Pacific,Singapore,20,7.98
47.236.87.246,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.98
8.219.103.126,2096,2096,TRUE,SIN,Asia Pacific,Singapore,90,7.98
8.219.198.34,2086,2086,FALSE,SIN,Asia Pacific,Singapore,52,7.98
8.219.251.81,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,7.98
8.222.219.34,8443,8443,TRUE,SIN,Asia Pacific,Singapore,110,7.98
47.236.10.100,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,7.97
47.236.172.71,2053,2053,TRUE,SIN,Asia Pacific,Singapore,124,7.97
8.218.11.90,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,7.97
47.243.173.187,443,443,TRUE,HKG,Asia Pacific,Hong Kong,53,7.96
47.76.178.146,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,49,7.96
8.210.65.1,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,33,7.96
8.217.239.116,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,66,7.96
8.219.111.147,443,443,TRUE,SIN,Asia Pacific,Singapore,58,7.96
8.219.206.180,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,7.96
8.219.247.203,2086,2086,FALSE,SIN,Asia Pacific,Singapore,40,7.96
8.219.77.222,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,7.96
8.218.105.223,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,73,7.95
8.218.143.10,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,50,7.95
8.218.18.132,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,47,7.95
8.219.178.101,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,7.95
47.251.74.226,80,80,FALSE,LAX,North America,Los Angeles,185,7.94
47.76.77.103,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,60,7.94
8.218.110.180,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,68,7.94
8.219.113.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,7.94
8.219.193.202,2087,2087,TRUE,SIN,Asia Pacific,Singapore,138,7.94
8.219.228.157,2052,2052,FALSE,SIN,Asia Pacific,Singapore,38,7.94
8.222.152.165,2083,2083,TRUE,SIN,Asia Pacific,Singapore,85,7.94
8.222.167.147,80,80,FALSE,SIN,Asia Pacific,Singapore,17,7.94
47.236.83.239,80,80,FALSE,SIN,Asia Pacific,Singapore,3,7.93
8.217.85.14,80,80,FALSE,HKG,Asia Pacific,Hong Kong,38,7.93
8.219.228.186,2083,2083,TRUE,SIN,Asia Pacific,Singapore,134,7.93
8.222.193.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,7.93
8.222.237.131,2095,2095,FALSE,SIN,Asia Pacific,Singapore,26,7.93
8.218.174.118,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,96,7.92
8.218.8.142,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,102,7.92
8.219.194.170,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,7.92
47.236.146.249,8443,8443,TRUE,SIN,Asia Pacific,Singapore,54,7.91
47.76.77.103,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,78,7.91
8.210.192.93,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,41,7.91
8.210.66.190,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,41,7.91
8.218.122.55,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,113,7.91
8.219.13.143,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,7.91
8.219.174.142,8880,8880,FALSE,SIN,Asia Pacific,Singapore,61,7.91
8.219.206.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,109,7.91
8.219.170.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,103,7.9
8.219.198.139,8443,8443,TRUE,SIN,Asia Pacific,Singapore,64,7.9
8.219.215.214,8880,8880,FALSE,SIN,Asia Pacific,Singapore,47,7.9
8.219.222.8,8880,8880,FALSE,SIN,Asia Pacific,Singapore,26,7.9
8.219.58.64,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.9
8.222.184.198,2087,2087,TRUE,SIN,Asia Pacific,Singapore,79,7.9
8.222.214.13,2053,2053,TRUE,SIN,Asia Pacific,Singapore,86,7.9
47.236.254.120,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,7.89
8.218.243.95,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,38,7.89
8.219.228.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,128,7.89
8.222.215.228,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,7.89
47.236.172.71,8443,8443,TRUE,SIN,Asia Pacific,Singapore,41,7.88
47.243.162.49,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,35,7.88
8.217.239.116,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,38,7.88
8.217.251.62,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,74,7.88
8.219.5.10,2096,2096,TRUE,SIN,Asia Pacific,Singapore,67,7.88
47.236.166.131,2083,2083,TRUE,SIN,Asia Pacific,Singapore,65,7.87
8.219.186.189,2083,2083,TRUE,SIN,Asia Pacific,Singapore,107,7.87
8.219.40.37,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,7.87
8.222.167.147,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,7.87
8.222.219.34,2053,2053,TRUE,SIN,Asia Pacific,Singapore,107,7.87
8.222.223.34,2083,2083,TRUE,SIN,Asia Pacific,Singapore,93,7.87
47.242.171.94,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,69,7.86
8.219.197.111,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,7.86
8.222.140.87,2083,2083,TRUE,SIN,Asia Pacific,Singapore,104,7.86
8.222.214.231,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,7.86
47.236.171.205,8880,8880,FALSE,SIN,Asia Pacific,Singapore,30,7.85
47.91.22.7,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,71,7.85
8.218.149.193,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,126,7.85
47.236.144.196,2053,2053,TRUE,SIN,Asia Pacific,Singapore,67,7.84
8.217.91.121,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,48,7.84
8.219.178.101,2053,2053,TRUE,SIN,Asia Pacific,Singapore,85,7.84
8.222.223.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.84
8.219.178.101,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,7.83
8.222.202.163,8443,8443,TRUE,SIN,Asia Pacific,Singapore,63,7.83
8.222.211.16,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,7.83
8.219.142.229,8443,8443,TRUE,SIN,Asia Pacific,Singapore,74,7.82
8.219.199.220,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,7.82
8.222.144.50,8443,8443,TRUE,SIN,Asia Pacific,Singapore,123,7.82
8.222.249.98,80,80,FALSE,SIN,Asia Pacific,Singapore,4,7.82
8.219.4.122,2095,2095,FALSE,SIN,Asia Pacific,Singapore,56,7.81
8.219.74.35,2096,2096,TRUE,SIN,Asia Pacific,Singapore,85,7.81
8.222.167.147,2095,2095,FALSE,SIN,Asia Pacific,Singapore,34,7.81
8.222.237.131,80,80,FALSE,SIN,Asia Pacific,Singapore,25,7.81
47.236.144.156,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,7.8
47.236.158.158,2053,2053,TRUE,SIN,Asia Pacific,Singapore,111,7.8
47.243.203.119,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,128,7.8
8.218.243.95,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,58,7.8
8.219.188.162,80,80,FALSE,SIN,Asia Pacific,Singapore,9,7.8
8.222.208.38,443,443,TRUE,SIN,Asia Pacific,Singapore,76,7.8
8.217.239.116,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,76,7.79
8.218.22.210,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,66,7.79
8.222.183.242,2082,2082,FALSE,SIN,Asia Pacific,Singapore,51,7.79
47.236.146.249,2087,2087,TRUE,SIN,Asia Pacific,Singapore,94,7.78
47.236.202.91,80,80,FALSE,SIN,Asia Pacific,Singapore,40,7.78
47.76.32.108,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,45,7.78
8.219.222.8,2086,2086,FALSE,SIN,Asia Pacific,Singapore,25,7.77
8.219.5.10,2083,2083,TRUE,SIN,Asia Pacific,Singapore,134,7.77
8.222.134.170,2052,2052,FALSE,SIN,Asia Pacific,Singapore,6,7.77
8.222.180.86,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.77
47.236.144.156,2083,2083,TRUE,SIN,Asia Pacific,Singapore,50,7.76
47.236.7.106,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,7.76
8.210.174.156,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,53,7.76
8.219.193.202,2096,2096,TRUE,SIN,Asia Pacific,Singapore,140,7.76
8.222.197.251,2083,2083,TRUE,SIN,Asia Pacific,Singapore,96,7.76
8.222.209.223,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,7.76
8.222.252.150,2083,2083,TRUE,SIN,Asia Pacific,Singapore,102,7.76
47.236.202.91,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,7.75
8.218.156.91,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,79,7.75
8.219.161.129,8443,8443,TRUE,SIN,Asia Pacific,Singapore,57,7.75
47.236.158.158,8080,8080,FALSE,SIN,Asia Pacific,Singapore,19,7.74
47.76.32.108,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,81,7.74
8.210.66.190,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,67,7.74
8.218.149.193,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,62,7.74
8.219.101.138,8880,8880,FALSE,SIN,Asia Pacific,Singapore,18,7.74
8.219.167.65,2053,2053,TRUE,SIN,Asia Pacific,Singapore,104,7.74
8.219.50.180,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,7.74
8.222.198.105,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,7.74
47.236.166.131,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,7.73
47.236.172.95,2083,2083,TRUE,SIN,Asia Pacific,Singapore,186,7.73
8.217.251.62,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,40,7.73
8.218.243.95,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,76,7.73
8.219.251.81,8080,8080,FALSE,SIN,Asia Pacific,Singapore,39,7.73
8.222.215.228,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,7.73
47.236.87.246,2052,2052,FALSE,SIN,Asia Pacific,Singapore,24,7.72
8.210.245.224,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,46,7.72
8.217.193.25,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,44,7.72
8.219.147.58,8443,8443,TRUE,SIN,Asia Pacific,Singapore,45,7.72
8.222.213.221,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.72
47.236.164.215,8443,8443,TRUE,SIN,Asia Pacific,Singapore,87,7.71
47.242.232.14,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,90,7.71
8.219.103.57,2083,2083,TRUE,SIN,Asia Pacific,Singapore,81,7.71
8.219.206.53,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,7.71
8.219.215.214,2095,2095,FALSE,SIN,Asia Pacific,Singapore,25,7.71
8.219.238.145,2096,2096,TRUE,SIN,Asia Pacific,Singapore,130,7.71
8.219.247.203,2083,2083,TRUE,SIN,Asia Pacific,Singapore,126,7.71
8.219.42.72,80,80,FALSE,SIN,Asia Pacific,Singapore,17,7.71
8.219.60.68,8443,8443,TRUE,SIN,Asia Pacific,Singapore,54,7.71
8.222.184.198,2052,2052,FALSE,SIN,Asia Pacific,Singapore,10,7.71
8.222.226.92,443,443,TRUE,SIN,Asia Pacific,Singapore,98,7.71
47.236.116.182,8080,8080,FALSE,SIN,Asia Pacific,Singapore,28,7.7
47.236.170.54,2083,2083,TRUE,SIN,Asia Pacific,Singapore,63,7.7
47.242.59.216,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,40,7.7
8.217.147.230,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,72,7.7
8.217.221.165,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,47,7.7
8.219.228.186,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,7.7
8.222.167.147,2086,2086,FALSE,SIN,Asia Pacific,Singapore,52,7.7
47.243.183.127,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,94,7.69
47.74.46.84,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,174,7.69
8.217.147.230,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,40,7.69
8.219.50.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,39,7.69
8.222.180.86,2095,2095,FALSE,SIN,Asia Pacific,Singapore,32,7.69
8.222.208.38,80,80,FALSE,SIN,Asia Pacific,Singapore,13,7.69
47.76.80.72,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,52,7.68
8.219.197.111,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.68
8.222.221.90,80,80,FALSE,SIN,Asia Pacific,Singapore,11,7.68
47.236.168.17,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,7.67
8.218.110.180,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,42,7.67
8.219.13.143,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,7.67
8.219.198.139,2096,2096,TRUE,SIN,Asia Pacific,Singapore,112,7.67
8.219.82.35,2096,2096,TRUE,SIN,Asia Pacific,Singapore,127,7.67
8.222.211.16,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,7.67
47.76.178.146,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,51,7.66
47.76.37.57,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,58,7.66
8.219.200.145,2052,2052,FALSE,SIN,Asia Pacific,Singapore,25,7.66
8.222.136.247,2087,2087,TRUE,SIN,Asia Pacific,Singapore,103,7.66
8.222.144.50,80,80,FALSE,SIN,Asia Pacific,Singapore,36,7.66
8.222.254.91,2083,2083,TRUE,SIN,Asia Pacific,Singapore,66,7.66
47.236.5.223,2086,2086,FALSE,SIN,Asia Pacific,Singapore,36,7.65
8.219.13.143,443,443,TRUE,SIN,Asia Pacific,Singapore,43,7.65
8.219.193.202,2087,2087,TRUE,SIN,Asia Pacific,Singapore,168,7.65
8.219.209.14,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,7.65
8.222.167.147,80,80,FALSE,SIN,Asia Pacific,Singapore,11,7.65
8.222.167.147,8443,8443,TRUE,SIN,Asia Pacific,Singapore,65,7.65
47.236.104.98,2083,2083,TRUE,SIN,Asia Pacific,Singapore,117,7.64
8.210.245.224,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,59,7.64
8.222.236.229,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,7.64
47.236.123.133,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,7.63
47.236.171.205,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,7.63
8.218.52.115,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,41,7.63
8.219.175.127,8443,8443,TRUE,SIN,Asia Pacific,Singapore,81,7.63
8.219.202.130,80,80,FALSE,SIN,Asia Pacific,Singapore,19,7.63
8.222.137.192,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,7.63
8.222.215.228,2052,2052,FALSE,SIN,Asia Pacific,Singapore,11,7.63
47.236.121.23,2087,2087,TRUE,SIN,Asia Pacific,Singapore,116,7.62
47.236.146.249,2086,2086,FALSE,SIN,Asia Pacific,Singapore,74,7.62
47.236.158.158,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,7.62
47.236.172.95,2087,2087,TRUE,SIN,Asia Pacific,Singapore,74,7.62
47.76.77.103,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,7.62
8.218.204.128,80,80,FALSE,HKG,Asia Pacific,Hong Kong,35,7.62
8.218.52.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,69,7.62
8.218.65.237,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,43,7.62
8.219.161.129,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,7.62
8.219.178.101,8443,8443,TRUE,SIN,Asia Pacific,Singapore,145,7.62
8.222.180.86,2086,2086,FALSE,SIN,Asia Pacific,Singapore,18,7.62
47.236.116.182,8880,8880,FALSE,SIN,Asia Pacific,Singapore,40,7.61
47.242.171.94,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,53,7.61
47.236.130.95,2095,2095,FALSE,SIN,Asia Pacific,Singapore,43,7.6
8.218.149.193,80,80,FALSE,HKG,Asia Pacific,Hong Kong,67,7.6
8.219.197.111,2053,2053,TRUE,SIN,Asia Pacific,Singapore,159,7.6
8.219.83.201,80,80,FALSE,SIN,Asia Pacific,Singapore,16,7.6
8.218.18.132,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,69,7.59
8.222.255.15,2052,2052,FALSE,SIN,Asia Pacific,Singapore,17,7.59
8.219.196.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,148,7.58
8.219.228.186,80,80,FALSE,SIN,Asia Pacific,Singapore,161,7.58
8.222.136.247,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,7.58
8.222.249.190,80,80,FALSE,SIN,Asia Pacific,Singapore,15,7.58
8.222.249.98,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,7.58
47.243.86.79,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,47,7.57
8.219.199.220,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,7.57
8.219.240.160,8443,8443,TRUE,SIN,Asia Pacific,Singapore,85,7.57
8.222.150.197,2087,2087,TRUE,SIN,Asia Pacific,Singapore,129,7.57
47.236.121.7,8443,8443,TRUE,SIN,Asia Pacific,Singapore,125,7.56
8.218.8.142,80,80,FALSE,HKG,Asia Pacific,Hong Kong,50,7.56
8.219.196.24,443,443,TRUE,SIN,Asia Pacific,Singapore,141,7.56
8.219.201.245,2095,2095,FALSE,SIN,Asia Pacific,Singapore,35,7.56
47.236.10.100,2052,2052,FALSE,SIN,Asia Pacific,Singapore,25,7.55
47.243.70.197,443,443,TRUE,HKG,Asia Pacific,Hong Kong,38,7.55
8.219.175.127,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,7.55
8.222.136.247,80,80,FALSE,SIN,Asia Pacific,Singapore,8,7.55
47.236.164.215,8880,8880,FALSE,SIN,Asia Pacific,Singapore,21,7.54
